Time [min], Velocity [m/s]
29651,2.0736
29656,1.9305
29661,1.8529
29667,1.89
29672,1.9842
29677,2.0649
29682,1.9451
29688,1.9328
29693,2.3123
29698,2.4445
29703,2.3004
29708,2.2355
29714,2.1286
29719,2.3979
29724,2.1943
29729,1.7996
29734,2.033
29740,2.1119
29745,2.0133
29750,1.8301
29755,1.6711
29760,1.8219
29766,1.9207
29771,1.9585
29776,2.2297
29781,2.2017
29786,2.1594
29792,2.0406
29797,1.9557
29802,1.8795
29807,1.8289
29813,1.7917
29818,1.743
29823,1.6444
29828,1.5631
29833,1.5074
29839,1.4268
29844,1.2957
29849,1.284
29854,1.2086
29859,1.0572
29865,0.96014
29870,0.86189
29875,0.76854
29880,0.60259
29885,0.58193
29891,0.49474
29896,0.35067
29901,0.2248
29906,0.11043
29911,0.028313
29917,0.1335
29922,0.43074
29927,0.73804
29932,0.92557
29938,0.86407
29943,1.039
29948,1.2291
29953,1.4201
29958,1.6602
29964,1.9
29969,1.9438
29974,1.9485
29979,2.0996
29984,2.1944
29990,2.3011
29995,2.3683
30000,2.3718
30005,2.3819
30010,2.3935
30016,2.4287
30021,2.3718
30026,2.4023
30031,2.4223
30036,2.4831
30042,2.5896
30047,2.613
30052,2.6987
30057,2.7798
30063,2.624
30068,2.5328
30073,2.5366
30078,2.5324
30083,2.4994
30089,2.4413
30094,2.4556
30099,2.4964
30104,2.4894
30109,2.5284
30115,2.4643
30120,2.4548
30125,2.4737
30130,2.4776
30135,2.3952
30141,2.3483
30146,2.3262
30151,2.3144
30156,2.3249
30161,2.3224
30167,2.2695
30172,2.2563
30177,2.15
30182,2.0821
30188,2.1949
30193,2.1437
30198,2.1181
30203,1.998
30208,1.9456
30214,2.0114
30219,1.937
30224,1.8832
30229,1.838
30234,1.794
30240,1.7268
30245,1.6737
30250,1.6019
30255,1.5517
30260,1.5165
30266,1.4047
30271,1.3393
30276,1.25
30281,1.1866
30286,1.0435
30292,0.9816
30297,0.89346
30302,0.76557
30307,0.66841
30313,0.55876
30318,0.44323
30323,0.30157
30328,0.16991
30333,0.048889
30339,0.10054
30344,0.20291
30349,0.33373
30354,0.50962
30359,0.69201
30365,0.88732
30370,1.0497
30375,1.2347
30380,1.3912
30385,1.514
30391,1.6638
30396,1.7784
30401,1.8472
30406,1.9451
30411,2.0318
30417,2.0543
30422,1.8254
30427,1.7629
30432,2.1282
30438,2.0814
30443,2.3482
30448,2.3539
30453,2.3885
30458,2.3716
30464,2.3969
30469,2.4338
30474,2.5816
30479,2.515
30484,2.74
30490,2.7424
30495,2.793
30500,2.7925
30505,2.8672
30510,2.8543
30516,2.8021
30521,2.8431
30526,2.9017
30531,2.8079
30536,2.786
30542,2.5617
30547,2.6695
30552,2.478
30557,2.4355
30563,2.3489
30568,2.4983
30573,2.6817
30578,2.7216
30583,2.6029
30589,2.4014
30594,2.2155
30599,1.9244
30604,1.9632
30609,2.0376
30615,1.9036
30620,1.8281
30625,1.6964
30630,1.6055
30635,1.5764
30641,1.4476
30646,1.4023
30656,1.4545
30661,1.5024
30667,1.4675
30672,1.3803
30677,1.3056
30682,1.2418
30688,1.1841
30693,1.1105
30698,1.053
30703,0.9141
30708,0.77781
30714,0.65117
30719,0.61194
30724,0.56557
30729,0.47993
30734,0.39959
30740,0.347
30745,0.23462
30750,0.11679
30755,0.041615
30760,0.18032
30766,0.35477
30771,0.64212
30776,0.83743
30781,0.83775
30786,0.91564
30792,1.1389
30797,1.3251
30802,1.5428
30807,1.8332
30813,1.9452
30818,1.9534
30823,2.0393
30828,2.1316
30833,2.2257
30839,2.3116
30844,2.3479
30849,2.3007
30854,2.3369
30859,2.3295
30865,2.3207
30870,2.3553
30875,2.3903
30880,2.391
30885,2.4386
30891,2.4616
30896,2.4973
30901,2.4458
30906,2.5368
30911,2.4311
30917,2.4396
30922,2.4671
30927,2.4101
30932,2.2671
30938,2.2687
30943,2.2575
30948,2.2758
30953,2.2013
30958,2.0963
30964,2.0889
30969,2.0671
30974,2.0244
30979,1.9623
30984,1.9207
30990,1.9073
30995,1.8509
31000,1.743
31005,1.7108
31010,1.6677
31016,1.5755
31021,1.4823
31026,1.4062
31031,1.3614
31036,1.2679
31042,1.1877
31047,1.097
31052,0.9933
31057,0.89723
31063,0.79282
31068,0.68525
31073,0.55763
31078,0.41646
31083,0.30829
31089,0.16687
31094,0.018446
31099,0.20432
31104,0.24667
31109,0.36745
31115,0.52559
31120,0.70393
31125,0.8662
31130,1.0287
31135,1.0103
31141,1.071
31146,1.216
31151,1.3333
31156,1.5181
31161,1.6152
31167,1.789
31172,1.938
31177,2.0009
31182,2.0969
31188,2.1686
31193,2.2528
31198,2.1912
31203,2.1909
31208,2.1619
31214,2.1863
31219,2.2816
31224,2.1181
31229,1.9903
31234,2.3583
31240,2.5005
31245,2.4456
31250,2.0827
31255,1.9964
31260,2.0912
31266,2.2716
31271,2.3862
31276,2.3649
31281,2.3008
31286,2.3775
31292,2.2263
31297,2.3401
31302,2.2999
31307,2.1189
31313,2.039
31318,1.8525
31323,1.7926
31328,2.1621
31333,1.9723
31339,1.998
31344,2.164
31349,2.2463
31354,2.1905
31359,2.1314
31365,2.1579
31370,2.08
31375,1.9618
31380,1.9342
31385,1.787
31391,1.7587
31396,1.6903
31401,1.5488
31406,1.3607
31411,1.2578
31417,1.1946
31422,1.0747
31427,0.92837
31432,0.84913
31438,0.70713
31443,0.59708
31448,0.44407
31453,0.41693
31458,0.33931
31464,0.26471
31469,0.14841
31474,0.041463
31479,0.19836
31484,0.45018
31490,0.78141
31495,1.0572
31500,1.0558
31505,1.1963
31510,1.3735
31516,1.4363
31521,1.6663
31526,1.987
31531,2.1012
31536,2.1379
31542,2.3248
31547,2.3473
31552,2.4547
31557,2.4538
31563,2.4968
31568,2.4604
31573,2.4904
31578,2.4962
31583,2.5188
31589,2.5837
31594,2.6178
31599,2.5888
31604,2.6482
31609,2.6662
31615,2.7098
31620,2.7159
31625,2.7095
31630,2.7246
31635,2.7255
31641,2.6897
31646,2.6105
31651,2.6281
31656,2.7161
31661,2.728
31667,2.7296
31672,2.6557
31677,2.6695
31682,2.6438
31688,2.589
31693,2.6053
31698,2.5103
31703,2.4959
31708,2.5221
31714,2.5256
31719,2.3623
31724,2.397
31729,2.3456
31734,2.3958
31740,2.2896
31745,2.2937
31750,2.2193
31755,2.2288
31760,2.2009
31766,2.173
31771,2.1566
31776,2.0856
31781,2.049
31786,2.0082
31792,1.924
31797,1.8418
31802,1.7638
31807,1.7215
31813,1.677
31818,1.6071
31823,1.5623
31828,1.483
31833,1.3805
31839,1.3733
31844,1.2664
31849,1.1629
31854,1.0804
31859,0.92809
31865,0.83047
31870,0.70296
31875,0.56454
31880,0.41584
31885,0.2621
31891,0.11687
31896,0.039748
31901,0.20389
31906,0.328
31911,0.47986
31917,0.69264
31922,0.90788
31927,1.0827
31932,1.2967
31938,1.4672
31943,1.587
31948,1.656
31953,1.8391
31958,1.946
31964,2.0344
31969,2.1405
31974,2.2411
31979,2.2572
31984,2.2388
31990,2.3947
31995,2.4955
32000,2.5556
32005,2.6607
32010,2.6423
32016,2.7056
32021,2.6347
32026,2.7247
32031,2.7023
32036,2.8125
32042,2.8018
32047,2.8857
32052,2.9059
32057,3.0198
32063,3.0167
32068,3.0499
32073,3.1368
32078,3.2092
32083,3.0295
32089,3.1804
32094,3.0868
32099,3.2342
32104,3.1044
32109,3.1128
32115,2.9479
32120,2.753
32125,2.4357
32130,2.4866
32135,2.3227
32141,2.4106
32146,2.3959
32151,2.4024
32156,2.2515
32161,2.2012
32167,2.0344
32172,2.0283
32177,2.0361
32182,2.1123
32188,2.0534
32193,1.9349
32198,1.8025
32203,1.8363
32208,1.755
32214,1.5532
32219,1.3295
32224,1.1844
32229,1.2939
32234,1.2826
32240,1.1957
32245,1.1299
32250,1.0328
32255,0.92294
32260,0.86058
32266,0.81831
32271,0.68949
32276,0.59386
32281,0.50859
32286,0.37648
32292,0.25989
32297,0.18431
32302,0.12741
32307,0.0282
32313,0.18539
32318,0.27949
32323,0.3964
32328,0.58513
32333,0.86692
32339,1.0771
32344,1.1333
32349,1.2608
32354,1.5213
32359,1.7797
32365,1.987
32370,2.0506
32375,2.12
32380,2.2038
32385,2.2364
32391,2.2902
32396,2.386
32401,2.3212
32406,2.3385
32411,2.396
32417,2.4146
32422,2.5202
32427,2.5603
32432,2.5792
32438,2.6051
32443,2.6076
32448,2.677
32453,2.6354
32458,2.684
32464,2.5273
32469,2.5832
32474,2.5254
32479,2.4262
32484,2.4432
32490,2.3801
32495,2.3764
32500,2.3977
32505,2.2902
32510,2.2726
32516,2.1993
32521,2.2114
32526,2.1876
32531,2.181
32536,2.101
32542,1.9931
32547,2.0036
32552,1.9603
32557,1.8776
32563,1.83
32568,1.762
32573,1.7148
32578,1.6256
32583,1.5665
32589,1.476
32594,1.3965
32599,1.2922
32604,1.1916
32609,1.1035
32615,0.99748
32620,0.89398
32625,0.79619
32630,0.67145
32635,0.5305
32641,0.42837
32646,0.27987
32651,0.11776
32656,0.086344
32661,0.19869
32667,0.33426
32672,0.50771
32677,0.73476
32682,0.9144
32688,1.0809
32693,1.1762
32698,1.0877
32703,1.1605
32708,1.2963
32714,1.5089
32719,1.697
32724,1.8466
32729,2.0179
32734,2.1266
32740,2.2217
32745,2.2499
32750,2.2705
32755,2.2323
32760,2.3361
32766,2.3943
32771,2.2802
32776,2.2347
32781,2.2699
32786,2.4952
32792,2.2496
32797,1.9383
32802,2.0255
32807,2.3485
32813,2.5473
32818,2.6473
32823,2.6816
32828,2.6433
32833,2.618
32839,2.5302
32844,2.4045
32849,2.4861
32854,2.8667
32859,2.781
32865,2.7015
32870,2.97
32875,2.7938
32880,2.6591
32885,2.6168
32891,2.5881
32896,2.4526
32901,2.4381
32906,2.4089
32911,2.3856
32917,2.3015
32922,2.2897
32927,2.1858
32932,2.0522
32938,1.9591
32943,1.8665
32948,1.6462
32953,1.5997
32958,1.5612
32964,1.5126
32969,1.3762
32974,1.2676
32979,1.1457
32984,0.97179
32990,0.78267
32995,0.71643
33000,0.4645
33005,0.37726
33010,0.2762
33016,0.21747
33021,0.11537
33026,0.014259
33031,0.11929
33036,0.3501
33042,0.72399
33047,0.95027
33052,1.4478
33057,1.4219
33063,1.4601
33068,1.5756
33073,1.6683
33078,2.0684
33083,2.2118
33089,2.217
33094,2.2688
33099,2.3678
33104,2.4124
33109,2.4596
33115,2.4869
33120,2.5915
33125,2.6805
33130,2.7048
33135,2.7289
33141,2.7255
33146,2.7163
33151,2.7247
33156,2.7329
33161,2.8135
33167,2.7539
33172,2.8271
33177,2.6929
33182,2.7755
33188,2.8027
33193,2.7246
33198,2.8131
33203,2.7313
33208,2.7895
33214,2.7637
33219,2.7578
33224,2.7526
33229,2.7082
33234,2.7331
33240,2.7237
33245,2.6602
33250,2.6184
33255,2.5858
33260,2.5641
33266,2.5887
33271,2.51
33276,2.4835
33281,2.4882
33286,2.463
33292,2.3465
33297,2.2957
33302,2.381
33307,2.3681
33313,2.3283
33318,2.3095
33323,2.2341
33328,2.1669
33333,2.1067
33339,2.0547
33344,2.0346
33349,1.9693
33354,1.9398
33359,1.9228
33365,1.811
33370,1.7451
33375,1.6901
33380,1.6343
33385,1.548
33391,1.4771
33396,1.3934
33401,1.2697
33406,1.2064
33411,1.0894
33417,0.95903
33422,0.81442
33427,0.69212
33432,0.54182
33438,0.39939
33443,0.25853
33448,0.082874
33453,0.14615
33458,0.30986
33464,0.44772
33469,0.65459
33474,0.89902
33479,1.087
33484,1.2812
33490,1.4646
33495,1.6329
33500,1.7604
33505,1.7844
33510,1.9649
33516,2.085
33521,2.1754
33526,2.2853
33531,2.2692
33536,2.325
33542,2.4807
33547,2.6016
33552,2.6927
33557,2.7273
33563,2.724
33568,2.7299
33573,2.892
33578,2.8177
33583,2.8621
33589,2.8917
33594,2.9481
33599,2.9772
33604,3.0738
33609,3.0576
33615,3.1119
33620,3.1833
33625,3.1846
33630,3.152
33635,3.3216
33641,3.1658
33646,3.326
33656,2.9115
33661,2.7967
33667,2.7844
33672,2.8224
33677,2.801
33682,2.7959
33688,2.7527
33693,2.7065
33698,2.6679
33703,2.664
33708,2.46
33714,2.4784
33719,2.4712
33724,2.4724
33729,2.3121
33734,2.2933
33740,2.2079
33745,2.137
33750,2.0882
33755,1.9822
33760,1.8881
33766,1.787
33771,1.7637
33776,1.5848
33781,1.6134
33786,1.4882
33792,1.3494
33797,1.2331
33802,1.1069
33807,0.99949
33813,0.93315
33818,0.81308
33823,0.69779
33828,0.55137
33833,0.39844
33839,0.27758
33844,0.22242
33849,0.25064
33854,0.16955
33859,0.021479
33865,0.17895
33870,0.32205
33875,0.4871
33880,0.76413
33885,1.1357
33891,1.3128
33896,1.2261
33901,1.4204
33906,1.5434
33911,2.0106
33917,2.1814
33922,2.204
33927,2.2745
33932,2.3167
33938,2.3744
33943,2.3642
33948,2.3683
33953,2.3928
33958,2.4739
33964,2.5775
33969,2.5925
33974,2.6127
33979,2.6069
33984,2.622
33990,2.7205
33995,2.6824
34000,2.7424
34005,2.705
34010,2.6898
34016,2.6652
34021,2.6122
34026,2.5806
34031,2.5141
34036,2.4783
34042,2.5342
34047,2.4364
34052,2.4499
34057,2.3218
34063,2.367
34068,2.3143
34073,2.2579
34078,2.2209
34083,2.1859
34089,2.1852
34094,2.1524
34099,2.1135
34104,2.0261
34109,1.9977
34115,1.9516
34120,1.8897
34125,1.7989
34130,1.7208
34135,1.6956
34141,1.594
34146,1.479
34151,1.4301
34156,1.3595
34161,1.2273
34167,1.1434
34172,1.018
34177,0.91061
34182,0.78325
34188,0.65484
34193,0.49854
34198,0.33647
34203,0.17961
34208,0.045058
34214,0.14675
34219,0.31534
34224,0.54146
34229,0.66497
34234,0.87883
34240,1.1092
34245,1.2901
34250,1.267
34255,1.2466
34260,1.4684
34266,1.6309
34271,1.7637
34276,1.9359
34281,2.0369
34286,2.1431
34292,2.2414
34297,2.2292
34302,2.2663
34307,2.1807
34313,2.0434
34318,1.9034
34323,2.3
34328,2.3996
34333,2.6082
34339,2.9199
34344,2.7246
34349,2.5716
34354,2.5978
34359,2.7044
34365,2.7334
34370,2.7971
34375,2.7709
34380,2.8475
34385,2.7855
34391,2.8844
34396,2.7361
34401,2.642
34406,2.7534
34411,2.7022
34417,2.6529
34422,2.7606
34427,2.7842
34432,2.6724
34438,2.5756
34443,2.2182
34448,2.561
34453,2.5975
34458,2.5801
34464,2.5671
34469,2.4617
34474,2.3986
34479,2.3114
34484,2.138
34490,2.087
34495,1.915
34500,1.7896
34505,1.4892
34510,1.5764
34516,1.5567
34521,1.4756
34526,1.2989
34531,0.96612
34536,0.88567
34542,0.79287
34547,0.68776
34552,0.57398
34557,0.4197
34563,0.32351
34568,0.23095
34573,0.13581
34578,0.025423
34583,0.14044
34589,0.33904
34594,0.58274
34599,0.85119
34604,1.1373
34609,1.4247
34615,1.301
34620,1.5415
34625,1.6706
34630,2.0483
34635,2.1251
34641,2.2512
34646,2.3505
34651,2.4922
34656,2.5119
34661,2.5985
34667,2.5641
34672,2.6118
34677,2.6208
34682,2.7443
34688,2.7732
34693,2.7749
34698,2.8467
34703,2.9131
34708,2.8287
34714,2.8436
34719,2.8714
34724,2.7908
34729,2.7785
34734,2.8642
34740,2.8387
34745,2.7893
34750,2.8541
34755,2.8403
34760,2.8137
34766,2.8226
34771,2.8503
34776,2.8133
34781,2.7481
34786,2.7888
34792,2.755
34797,2.7745
34802,2.7011
34807,2.6512
34813,2.682
34818,2.5824
34823,2.5724
34828,2.5376
34833,2.552
34839,2.5371
34844,2.4967
34849,2.513
34854,2.4994
34859,2.454
34865,2.2715
34870,2.2381
34875,2.2103
34880,2.213
34885,2.2151
34891,2.1695
34896,2.0333
34901,2.0008
34906,1.9097
34911,1.9117
34917,1.8963
34922,1.7542
34927,1.7141
34932,1.6436
34938,1.6183
34943,1.5366
34948,1.4389
34953,1.3008
34958,1.2079
34964,1.0786
34969,0.98054
34974,0.86343
34979,0.69335
34984,0.52156
34990,0.33972
34995,0.17172
35000,0.023168
35005,0.19457
35010,0.36391
35016,0.5703
35021,0.81901
35026,1.0323
35031,1.2197
35036,1.4324
35042,1.6285
35047,1.7703
35052,1.8079
35057,1.7691
35063,1.9066
35068,1.8883
35073,2.1909
35078,2.2415
35083,2.3514
35089,2.3308
35094,2.3988
35099,2.7501
35104,2.761
35109,2.7562
35115,3.2165
35120,2.8471
35125,2.961
35130,2.7533
35135,2.9648
35141,3.0891
35146,3.1158
35151,3.2363
35156,3.1376
35161,3.262
35167,3.1491
35172,3.2703
35177,3.4191
35182,3.5039
35188,3.444
35193,3.1838
35198,3.1162
35203,3.0207
35208,3.0727
35214,3.0705
35219,2.972
35224,2.9372
35229,2.9626
35234,2.979
35240,2.8112
35245,2.6914
35250,2.6686
35255,2.6982
35260,2.5835
35266,2.4541
35271,2.496
35276,2.3957
35281,2.3218
35286,2.2599
35292,2.2053
35297,2.1597
35302,2.1006
35307,1.9995
35313,1.8785
35318,1.6664
35323,1.6413
35328,1.5334
35333,1.4202
35339,1.2295
35344,1.0214
35349,1.046
35354,0.94153
35359,0.95203
35365,0.85942
35370,0.72688
35375,0.57111
35380,0.42293
35385,0.34245
35391,0.24677
35396,0.22814
35401,0.31627
35406,0.15252
35411,0.056748
35417,0.38957
35422,0.62437
35427,1.0735
35432,1.2768
35438,1.3347
35443,1.4434
35448,1.4894
35453,1.7829
35458,2.1216
35464,2.2003
35469,2.3016
35474,2.3626
35479,2.333
35484,2.3848
35490,2.3825
35495,2.4025
35500,2.4677
35505,2.5399
35510,2.5599
35516,2.6642
35521,2.6469
35526,2.6518
35531,2.7178
35536,2.7431
35542,2.8063
35547,2.7466
35552,2.7526
35557,2.6877
35563,2.697
35568,2.5924
35573,2.5727
35578,2.5689
35583,2.5042
35589,2.5334
35594,2.488
35599,2.4481
35604,2.4643
35609,2.3823
35615,2.346
35620,2.3412
35625,2.3075
35630,2.261
35635,2.2402
35641,2.1898
35646,2.1504
35651,2.0779
35656,2.0224
35661,1.9961
35667,1.9399
35672,1.8489
35677,1.7819
35682,1.743
35688,1.6581
35693,1.583
35698,1.5097
35703,1.4194
35708,1.3168
35714,1.2046
35719,1.0651
35724,0.94973
35729,0.81121
35734,0.69431
35740,0.53067
35745,0.37109
35750,0.21344
35755,0.017481
35760,0.090298
35766,0.36738
35771,0.51649
35776,0.65286
35781,0.8029
35786,1.0635
35792,1.1182
35797,1.2805
35802,1.4486
35807,1.5619
35813,1.6959
35818,1.7359
35823,1.9022
35828,2.0437
35833,2.0914
35839,2.2068
35844,2.214
35849,2.0916
35854,2.1022
35859,2.2678
35865,2.2212
35870,2.5383
35875,2.727
35880,2.8552
35885,2.9251
35891,2.8292
35896,2.6954
35901,2.7292
35906,2.7326
35911,2.6304
35917,2.784
35922,2.871
35927,3.0243
35932,2.9774
35938,2.9544
35943,2.8372
35948,2.8623
35953,2.7763
35958,2.7953
35964,2.9264
35969,2.6139
35974,2.5555
35979,2.5291
35984,2.4731
35990,2.3448
35995,2.3109
36000,2.5064
36005,2.5552
36010,2.4864
36016,2.2787
36021,2.2713
36026,2.2334
36031,2.1601
36036,1.9941
36042,2.102
36047,1.9024
36052,1.7904
36057,1.5381
36063,1.3711
36068,1.3611
36073,1.2069
36078,1.1063
36083,1.0104
36089,0.88878
36094,0.75851
36099,0.64109
36104,0.5458
36109,0.39447
36115,0.24662
36120,0.15431
36125,0.065328
36130,0.17094
36135,0.26169
36141,0.46317
36146,0.76113
36151,1.079
36156,1.3208
36161,1.2597
36167,1.4304
36172,1.7183
36177,2.0464
36182,2.2376
36188,2.2685
36193,2.332
36198,2.4521
36203,2.5251
36208,2.5839
36214,2.55
36219,2.5542
36224,2.6378
36229,2.6789
36234,2.7519
36240,2.8727
36245,2.8718
36250,2.8148
36255,2.8044
36260,2.8406
36266,2.8284
36271,2.8834
36276,2.7825
36281,2.8077
36286,2.8844
36292,2.8433
36297,2.9145
36302,2.8444
36307,2.8491
36313,2.8003
36318,2.7801
36323,2.8159
36328,2.748
36333,2.8104
36339,2.7538
36344,2.7187
36349,2.6852
36354,2.6379
36359,2.6615
36365,2.6166
36370,2.5933
36375,2.5693
36380,2.514
36385,2.502
36391,2.5111
36396,2.5057
36401,2.4476
36406,2.3926
36411,2.3516
36417,2.3099
36422,2.2573
36427,2.1238
36432,2.1948
36438,2.0935
36443,2.1095
36448,2.0534
36453,1.9416
36458,1.961
36464,1.864
36469,1.8022
36474,1.7915
36479,1.7
36484,1.5753
36490,1.4767
36495,1.3622
36500,1.2632
36505,1.1587
36510,1.0294
36516,0.90959
36521,0.78812
36526,0.60394
36531,0.45405
36536,0.25664
36542,0.05059
36547,0.09668
36552,0.29345
36557,0.45408
36563,0.69511
36568,0.90671
36573,1.1148
36578,1.3223
36583,1.4602
36589,1.3883
36594,1.4793
36599,1.6496
36604,1.6984
36609,1.9821
36615,2.2186
36620,2.3018
36625,2.3645
36630,2.4072
36635,2.1599
36641,2.4647
36646,2.6713
36656,3.2303
36661,3.2189
36667,3.1558
36672,2.9417
36677,2.8096
36682,3.0145
36688,3.0943
36693,3.2244
36698,3.138
36703,3.1497
36708,3.2396
36714,3.1999
36719,3.4158
36724,3.4349
36729,3.417
36734,3.2251
36740,3.0457
36745,3.0387
36750,2.9847
36755,3.0411
36760,3.025
36766,3.0887
36771,2.9443
36776,2.8
36781,2.8852
36786,2.8009
36792,2.7813
36797,2.7885
36802,2.5883
36807,2.5838
36813,2.5614
36818,2.4117
36823,2.3886
36828,2.2812
36833,2.2397
36839,2.1412
36844,2.0662
36849,2.0183
36854,1.9216
36859,1.7902
36865,1.6423
36870,1.5978
36875,1.3894
36880,1.3726
36885,1.1857
36891,1.0073
36896,0.83404
36901,0.96859
36906,0.85848
36911,0.604
36917,0.54916
36922,0.42483
36927,0.19683
36932,0.19076
36938,0.29578
36943,0.35033
36948,0.19895
36953,0.012531
36958,0.24208
36964,0.64717
36969,0.87156
36974,1.4606
36979,1.1904
36984,1.4029
36990,1.5551
36995,1.7838
37000,2.0102
37005,2.1604
37010,2.2537
37016,2.3343
37021,2.4588
37026,2.4774
37031,2.4285
37036,2.4143
37042,2.5149
37047,2.56
37052,2.6513
37057,2.6733
37063,2.6612
37068,2.6776
37073,2.7478
37078,2.7827
37083,2.7427
37089,2.7541
37094,2.8244
37099,2.7908
37104,2.7812
37109,2.6839
37115,2.6662
37120,2.5816
37125,2.5718
37130,2.5681
37135,2.5693
37141,2.5196
37146,2.5006
37151,2.4919
37156,2.4236
37161,2.4529
37167,2.3545
37172,2.3692
37177,2.3172
37182,2.2434
37188,2.1745
37193,2.1049
37198,2.09
37203,1.9992
37208,1.9809
37214,1.9496
37219,1.9186
37224,1.8528
37229,1.7502
37234,1.7157
37240,1.6377
37245,1.5276
37250,1.4416
37255,1.3375
37260,1.2289
37266,1.0805
37271,0.99765
37276,0.8288
37281,0.69718
37286,0.532
37292,0.38186
37297,0.1985
37302,0.031387
37307,0.084797
37313,0.34599
37318,0.47988
37323,0.70922
37328,0.83452
37333,1.031
37339,1.0903
37344,1.2427
37349,1.3265
37354,1.3646
37359,1.4038
37365,1.4342
37370,1.6081
37375,1.9713
37380,2.1089
37385,2.1439
37391,2.1193
37396,2.0729
37401,2.0323
37406,2.006
37411,2.4486
37417,2.583
37422,2.8177
37427,3.1259
37432,2.7506
37438,2.7791
37443,2.72
37448,2.6719
37453,2.7183
37458,2.892
37464,2.7793
37469,2.8999
37474,2.804
37479,2.8255
37484,2.8805
37490,2.8498
37495,2.8609
37500,2.8614
37505,2.8914
37510,2.8499
37516,2.8137
37521,2.7264
37526,2.6099
37531,2.5801
37536,2.4799
37542,2.4413
37547,2.3572
37552,2.3056
37557,2.3774
37563,2.1974
37568,2.3048
37573,2.3233
37578,2.1297
37583,2.034
37589,1.806
37594,1.4001
37599,1.3489
37604,1.0837
37609,0.99324
37615,0.90282
37620,1.019
37625,1.111
37630,1.0319
37635,0.93372
37641,0.79824
37646,0.67313
37651,0.50532
37656,0.40488
37661,0.29518
37667,0.15195
37672,0.11884
37677,0.18673
37682,0.27435
37688,0.48643
37693,0.77216
37698,1.2604
37703,1.4346
37708,1.4444
37714,1.4803
37719,1.6274
37724,1.9368
37729,2.1112
37734,2.1926
37740,2.3149
37745,2.3461
37750,2.4799
37755,2.5011
37760,2.4626
37766,2.6453
37771,2.5546
37776,2.7008
37781,2.8112
37786,2.7851
37792,2.782
37797,2.7868
37802,2.7571
37807,2.9408
37813,2.9405
37818,2.856
37823,2.852
37828,2.7522
37833,2.6989
37839,2.8274
37844,2.8126
37849,2.7664
37854,2.7773
37859,2.8009
37865,2.8172
37870,2.7794
37875,2.7437
37880,2.7363
37885,2.6866
37891,2.624
37896,2.6272
37901,2.6206
37906,2.626
37911,2.5595
37917,2.515
37922,2.4685
37927,2.418
37932,2.476
37938,2.5004
37943,2.3928
37948,2.4001
37953,2.3108
37958,2.3424
37964,2.2785
37969,2.2145
37974,2.1993
37979,2.1014
37984,2.0804
37990,1.9311
37995,1.9144
38000,1.8153
38005,1.7515
38010,1.6811
38016,1.5623
38021,1.5367
38026,1.5196
38031,1.383
38036,1.2553
38042,1.1903
38047,1.096
38052,0.94529
38057,0.82255
38063,0.68164
38068,0.54631
38073,0.37152
38078,0.22329
38083,0.038264
38089,0.10996
38094,0.3388
38099,0.54388
38104,0.75833
38109,0.92429
38115,1.1034
38120,1.2638
38125,1.4434
38130,1.5908
38135,1.7296
38141,1.8186
38146,1.9925
38151,2.171
38156,2.2787
38161,2.3778
38167,2.4273
38172,2.3655
38177,2.2164
38182,2.54
38188,2.7361
38193,2.8283
38198,2.8426
38203,2.8034
38208,2.943
38214,2.8786
38219,2.9015
38224,3.0371
38229,3.098
38234,3.1016
38240,3.1132
38245,3.0628
38250,3.0635
38255,3.1982
38260,3.0816
38266,3.2153
38271,3.2273
38276,3.135
38281,2.9712
38286,2.9621
38292,2.9641
38297,2.8958
38302,2.8561
38307,3.0053
38313,2.8167
38318,2.8959
38323,2.8684
38328,2.7853
38333,2.7396
38339,2.6528
38344,2.6187
38349,2.4454
38354,2.5023
